order_id,order_date,order_time,customer_id,customer_name,region,city,salesperson,category,product_name,sku_id,quantity,unit_price,discount_pct,return_flag,payment_method,channel,revenue,gross_revenue,discount_amount
ORD-20260625-0070,2026-06-25,13:32:10,CUST0271,Geeta Reddy,Central,Bhopal,Nikhil Joshi,Dairy,Amul Full Cream Milk 1L,DAI-001,19,68,0,No,Cash,In-Store,1292.0,1292,0.0
ORD-20260625-0281,2026-06-25,16:14:54,CUST0230,Shweta Patel,South,Bangalore,Anjali Rao,Household,Good Knight Refill,HH-005,19,75,5,No,Card,Distributor,1353.75,1425,71.25
ORD-20260625-0557,2026-06-25,19:23:38,CUST0181,Amit Das,East,Bhubaneswar,Sneha Iyer,Snacks,Good Day Biscuits 200g,SNK-004,12,45,0,No,Card,Online,540.0,540,0.0
ORD-20260625-0017,2026-06-25,17:37:19,CUST0261,Meena Kumar,Central,Bhopal,Sneha Iyer,Dairy,Nestle Munch Milkshake,DAI-004,15,30,0,No,UPI,Online,450.0,450,0.0
ORD-20260625-0502,2026-06-25,10:35:14,CUST0099,Ajay Joshi,East,Bhubaneswar,Rohan Das,Snacks,Kurkure Masala 90g,SNK-002,5,30,0,No,Card,Online,150.0,150,0.0
ORD-20260625-0514,2026-06-25,20:21:07,CUST0216,Amit Patel,Central,Indore,Divya Nair,Household,Lizol Floor Cleaner 1L,HH-003,20,175,15,No,Cash,In-Store,2975.0,3500,525.0
ORD-20260625-0177,2026-06-25,10:09:06,CUST0189,Neha Kumar,East,Guwahati,Sneha Iyer,Personal Care,Gillette Mach3 Razor,PC-006,29,350,5,No,UPI,Distributor,9642.5,10150,507.5
ORD-20260625-0072,2026-06-25,12:25:05,CUST0116,Priya Mishra,East,Patna,Divya Nair,Beverages,Nescafe Classic 50g,BEV-005,6,210,0,No,Card,Online,1260.0,1260,0.0
ORD-20260625-0558,2026-06-25,14:03:36,CUST0013,Ajay Mehta,West,Surat,Priya Sharma,Household,Harpic Toilet Cleaner,HH-004,24,140,0,No,UPI,In-Store,3360.0,3360,0.0
ORD-20260625-0322,2026-06-25,11:07:17,CUST0009,Meena Sharma,South,Hyderabad,Sneha Iyer,Snacks,Haldirams Bhujia 400g,SNK-005,56,130,0,No,Cash,In-Store,7280.0,7280,0.0
ORD-20260625-0364,2026-06-25,16:44:58,CUST0223,Sanjay Nair,North,Jaipur,Arjun Mehta,Personal Care,Nivea Lotion 200ml,PC-004,13,220,5,No,Cash,In-Store,2717.0,2860,143.0
ORD-20260625-0280,2026-06-25,15:32:03,CUST0266,Priya Joshi,East,Guwahati,Sneha Iyer,Dairy,Nestle Munch Milkshake,DAI-004,36,30,0,No,Cash,Distributor,1080.0,1080,0.0
ORD-20260625-0162,2026-06-25,16:56:12,CUST0276,Sunil Joshi,West,Mumbai,Divya Nair,Dairy,Britannia Cheese Slice,DAI-005,37,115,10,No,UPI,In-Store,3829.5,4255,425.5
ORD-20260625-0229,2026-06-25,10:45:51,CUST0032,Sanjay Mehta,North,Chandigarh,Anjali Rao,Snacks,Haldirams Bhujia 400g,SNK-005,32,130,0,No,UPI,Online,4160.0,4160,0.0
ORD-20260625-0078,2026-06-25,12:52:28,CUST0297,Anita Joshi,West,Ahmedabad,Priya Sharma,Household,Vim Dishwash Gel 500ml,HH-002,10,90,5,No,UPI,Distributor,855.0,900,45.0
ORD-20260625-0554,2026-06-25,13:58:16,CUST0070,Sunita Iyer,West,Pune,Pooja Verma,Dairy,Nestle Munch Milkshake,DAI-004,25,30,0,No,Card,Online,750.0,750,0.0
ORD-20260625-0422,2026-06-25,11:03:48,CUST0261,Meena Kumar,Central,Indore,Vikram Singh,Dairy,Amul Ice Cream 750ml,DAI-006,16,195,5,No,UPI,Distributor,2964.0,3120,156.0
ORD-20260625-0111,2026-06-25,15:31:35,CUST0264,Meena Rao,West,Ahmedabad,Anjali Rao,Personal Care,Nivea Lotion 200ml,PC-004,23,220,0,No,Cash,In-Store,5060.0,5060,0.0
ORD-20260625-0368,2026-06-25,18:16:31,CUST0219,Priya Patel,West,Pune,Sneha Iyer,Personal Care,Dettol Hand Wash 250ml,PC-005,20,95,15,No,Card,In-Store,1615.0,1900,285.0
ORD-20260625-0546,2026-06-25,15:34:35,CUST0273,Ravi Mehta,East,Kolkata,Priya Sharma,Beverages,Red Bull 250ml,BEV-003,8,125,0,No,UPI,Online,1000.0,1000,0.0
ORD-20260625-0130,2026-06-25,16:41:10,CUST0265,Ramesh Reddy,Central,Indore,Sneha Iyer,Household,Lizol Floor Cleaner 1L,HH-003,24,175,0,No,UPI,Distributor,4200.0,4200,0.0
ORD-20260625-0517,2026-06-25,13:43:15,CUST0229,Rekha Das,Unknown Region,Mumbai,Arjun Mehta,Snacks,Kurkure Masala 90g,SNK-002,38,30,10,No,Card,In-Store,1026.0,1140,114.0
ORD-20260625-0460,2026-06-25,12:41:36,CUST0052,Vikram Joshi,West,Ahmedabad,Vikram Singh,Dairy,Nestle Munch Milkshake,DAI-004,18,30,0,No,UPI,Online,540.0,540,0.0
ORD-20260625-0197,2026-06-25,18:42:38,CUST0185,Geeta Sharma,East,Kolkata,Nikhil Joshi,Beverages,Glucon-D 500g,BEV-006,5,165,0,No,Card,Online,825.0,825,0.0
ORD-20260625-0226,2026-06-25,10:34:40,CUST0222,Pooja Patel,South,Kochi,Divya Nair,Snacks,Haldirams Bhujia 400g,SNK-005,96,130,0,No,Credit,Distributor,12480.0,12480,0.0
ORD-20260625-0487,2026-06-25,14:01:49,CUST0231,Usha Iyer,Central,Bhopal,Priya Sharma,Beverages,Maaza Mango 600ml,BEV-002,15,40,15,No,UPI,In-Store,510.0,600,90.0
ORD-20260625-0251,2026-06-25,15:13:12,CUST0260,Anita Mishra,Central,Indore,Sneha Iyer,Dairy,Amul Butter 500g,DAI-002,50,260,5,No,UPI,Distributor,12350.0,13000,650.0
ORD-20260625-0330,2026-06-25,09:45:54,CUST0139,Usha Das,East,Kolkata,Rohan Das,Dairy,Amul Full Cream Milk 1L,DAI-001,35,68,0,No,Credit,Distributor,2380.0,2380,0.0
ORD-20260625-0166,2026-06-25,14:13:46,CUST0067,Shweta Patel,South,Chennai,Sneha Iyer,Snacks,Haldirams Bhujia 400g,SNK-005,62,130,10,No,Cash,In-Store,7254.0,8060,806.0
ORD-20260625-0255,2026-06-25,18:06:43,CUST0079,Deepa Sharma,West,Ahmedabad,Divya Nair,Personal Care,Head & Shoulders 340ml,PC-002,24,290,0,No,UPI,Distributor,6960.0,6960,0.0
ORD-20260625-0398,2026-06-25,18:56:33,CUST0186,Sunita Singh,North,Chandigarh,Priya Sharma,Dairy,Britannia Cheese Slice,DAI-005,17,115,0,No,Cash,In-Store,1955.0,1955,0.0
ORD-20260625-0479,2026-06-25,11:38:14,CUST0108,Meena Shah,North,Lucknow,Divya Nair,Beverages,Nescafe Classic 50g,BEV-005,51,210,5,No,UPI,In-Store,10174.5,10710,535.5
ORD-20260625-0227,2026-06-25,16:11:02,CUST0297,Anita Joshi,North,Chandigarh,Sneha Iyer,Beverages,Tropicana Orange 1L,BEV-001,18,95,5,No,UPI,Online,1624.5,1710,85.5
ORD-20260625-0273,2026-06-25,20:05:26,CUST0175,Ramesh Das,North,Delhi,Priya Sharma,Household,Lizol Floor Cleaner 1L,HH-003,8,175,10,No,Credit,Distributor,1260.0,1400,140.0
ORD-20260625-0051,2026-06-25,15:29:18,CUST0043,Shweta Das,South,Bangalore,Priya Sharma,Snacks,Lays Classic 90g,SNK-001,38,30,5,No,Credit,Distributor,1083.0,1140,57.0
ORD-20260625-0360,2026-06-25,19:18:49,CUST0091,Raj Nair,South,Bangalore,Rohan Das,Dairy,Britannia Cheese Slice,DAI-005,10,115,5,No,Cash,In-Store,1092.5,1150,57.5
ORD-20260625-0458,2026-06-25,11:47:48,CUST0239,Shweta Rao,South,Chennai,Karan Patel,Household,Lizol Floor Cleaner 1L,HH-003,5,175,0,No,UPI,In-Store,875.0,875,0.0
ORD-20260625-0457,2026-06-25,19:03:53,CUST0159,Ravi Patel,Central,Bhopal,Divya Nair,Personal Care,Head & Shoulders 340ml,PC-002,4,290,0,No,UPI,Online,1160.0,1160,0.0
ORD-20260625-0347,2026-06-25,15:14:48,CUST0156,Shweta Iyer,West,Surat,Priya Sharma,Dairy,Mother Dairy Curd 400g,DAI-003,37,50,15,No,UPI,In-Store,1572.5,1850,277.5
ORD-20260625-0261,2026-06-25,15:01:21,CUST0040,Deepa Reddy,West,Ahmedabad,Arjun Mehta,Beverages,Tropicana Orange 1L,BEV-001,27,95,5,No,UPI,Distributor,2436.75,2565,128.25
ORD-20260625-0081,2026-06-25,09:43:46,CUST0196,Neha Pillai,Central,Indore,Pooja Verma,Snacks,Haldirams Bhujia 400g,SNK-005,48,130,0,No,Card,In-Store,6240.0,6240,0.0
ORD-20260625-0157,2026-06-25,15:33:47,CUST0064,Rekha Reddy,East,Bhubaneswar,Sneha Iyer,Household,Ariel Detergent 1kg,HH-001,5,220,0,No,UPI,In-Store,1100.0,1100,0.0
ORD-20260625-0358,2026-06-25,10:24:32,CUST0221,Neha Das,North,Delhi,Anjali Rao,Beverages,Bisleri Water 1L,BEV-004,12,20,10,No,UPI,In-Store,216.0,240,24.0
ORD-20260625-0056,2026-06-25,17:05:23,CUST0232,Manoj Iyer,East,Bhubaneswar,Pooja Verma,Dairy,Britannia Cheese Slice,DAI-005,27,115,0,No,UPI,In-Store,3105.0,3105,0.0
ORD-20260625-0455,2026-06-25,10:28:47,CUST0274,Meena Mehta,North,Delhi,Karan Patel,Dairy,Amul Ice Cream 750ml,DAI-006,13,195,0,No,UPI,Online,2535.0,2535,0.0
ORD-20260625-0510,2026-06-25,10:43:24,CUST0218,Ajay Mehta,South,Kochi,Pooja Verma,Snacks,Good Day Biscuits 200g,SNK-004,9,45,0,No,UPI,Online,405.0,405,0.0
ORD-20260625-0387,2026-06-25,17:59:08,CUST0022,Priya Reddy,South,Bangalore,Karan Patel,Snacks,Hide & Seek Cookies 150g,SNK-003,34,55,0,No,Card,In-Store,1870.0,1870,0.0
ORD-20260625-0403,2026-06-25,16:58:27,CUST0153,Shweta Das,South,Kochi,Divya Nair,Household,Ariel Detergent 1kg,HH-001,9,220,15,No,Credit,Online,1683.0,1980,297.0
ORD-20260625-0425,2026-06-25,15:33:09,CUST0226,Amit Nair,East,Bhubaneswar,Vikram Singh,Household,Harpic Toilet Cleaner,HH-004,4,140,5,No,Card,In-Store,532.0,560,28.0
ORD-20260625-0470,2026-06-25,20:17:25,CUST0042,Sunil Joshi,South,Bangalore,Rohan Das,Snacks,Lays Classic 90g,SNK-001,13,30,5,No,Card,In-Store,370.5,390,19.5
ORD-20260625-0271,2026-06-25,15:17:55,CUST0268,Vikram Reddy,South,Bangalore,Divya Nair,Dairy,Mother Dairy Curd 400g,DAI-003,47,50,5,No,UPI,Distributor,2232.5,2350,117.5
ORD-20260625-0127,2026-06-25,11:21:47,CUST0011,Ramesh Pillai,West,Mumbai,Anjali Rao,Snacks,Lays Classic 90g,SNK-001,28,30,15,No,Card,Online,714.0,840,126.0
ORD-20260625-0561,2026-06-25,09:33:13,CUST0227,Neha Pillai,West,Surat,Anjali Rao,Personal Care,Dettol Hand Wash 250ml,PC-005,13,95,0,No,Cash,Online,1235.0,1235,0.0
ORD-20260625-0170,2026-06-25,17:04:30,CUST0185,Geeta Sharma,Central,Raipur,Arjun Mehta,Dairy,Britannia Cheese Slice,DAI-005,17,115,0,No,Credit,Distributor,1955.0,1955,0.0
ORD-20260625-0375,2026-06-25,16:29:32,CUST0067,Shweta Patel,South,Bangalore,Pooja Verma,Beverages,Glucon-D 500g,BEV-006,24,165,10,No,UPI,Distributor,3564.0,3960,396.0
ORD-20260625-0309,2026-06-25,14:11:22,CUST0125,Geeta Patel,West,Surat,Rohan Das,Personal Care,Gillette Mach3 Razor,PC-006,5,350,0,No,Card,In-Store,1750.0,1750,0.0
ORD-20260625-0098,2026-06-25,17:58:06,CUST0072,Ravi Sharma,South,Hyderabad,Priya Sharma,Dairy,Amul Butter 500g,DAI-002,9,260,5,No,Card,Online,2223.0,2340,117.0
ORD-20260625-0198,2026-06-25,19:02:41,CUST0219,Priya Patel,East,Patna,Rohan Das,Dairy,Amul Full Cream Milk 1L,DAI-001,9,68,5,No,Cash,In-Store,581.4,612,30.600000000000023
ORD-20260625-0319,2026-06-25,15:57:55,CUST0035,Neha Nair,East,Guwahati,Sneha Iyer,Personal Care,Dove Soap 100g,PC-001,23,55,5,No,Credit,Distributor,1201.75,1265,63.25
ORD-20260625-0128,2026-06-25,09:32:11,CUST0269,Shweta Das,West,Ahmedabad,Arjun Mehta,Beverages,Glucon-D 500g,BEV-006,19,165,10,No,UPI,In-Store,2821.5,3135,313.5
ORD-20260625-0315,2026-06-25,10:26:28,CUST0220,Rekha Pillai,South,Kochi,Vikram Singh,Household,Scotch Brite Scrub Pad,HH-006,4,45,0,No,Cash,In-Store,180.0,180,0.0
ORD-20260625-0553,2026-06-25,20:43:12,CUST0203,Suresh Rao,North,Chandigarh,Anjali Rao,Beverages,Maaza Mango 600ml,BEV-002,46,40,0,No,UPI,Distributor,1840.0,1840,0.0
ORD-20260625-0379,2026-06-25,13:37:25,CUST0146,Shweta Joshi,Central,Nagpur,Vikram Singh,Personal Care,Dettol Hand Wash 250ml,PC-005,14,95,10,No,Cash,In-Store,1197.0,1330,133.0
ORD-20260625-0321,2026-06-25,16:32:29,CUST0150,Rekha Singh,South,Chennai,Vikram Singh,Beverages,Glucon-D 500g,BEV-006,17,165,15,No,Credit,Distributor,2384.25,2805,420.75
ORD-20260625-0219,2026-06-25,13:38:28,CUST0061,Shweta Pillai,East,Patna,Priya Sharma,Snacks,Kurkure Masala 90g,SNK-002,58,30,5,No,UPI,In-Store,1653.0,1740,87.0
ORD-20260625-0560,2026-06-25,15:08:30,CUST0008,Rahul Nair,West,Surat,Arjun Mehta,Beverages,Red Bull 250ml,BEV-003,24,125,0,No,Credit,Distributor,3000.0,3000,0.0
ORD-20260625-0148,2026-06-25,12:11:29,CUST0138,Priya Verma,South,Chennai,Anjali Rao,Beverages,Red Bull 250ml,BEV-003,33,125,15,No,Card,In-Store,3506.25,4125,618.75
ORD-20260625-0344,2026-06-25,10:41:30,CUST0235,Ramesh Iyer,West,Mumbai,Arjun Mehta,Personal Care,Dove Soap 100g,PC-001,16,55,10,No,Card,In-Store,792.0,880,88.0
ORD-20260625-0370,2026-06-25,15:33:30,CUST0243,Raj Pillai,East,Kolkata,Priya Sharma,Dairy,Amul Butter 500g,DAI-002,4,260,0,No,Card,Online,1040.0,1040,0.0
ORD-20260625-0297,2026-06-25,20:43:42,CUST0198,Meena Rao,North,Delhi,Divya Nair,Beverages,Glucon-D 500g,BEV-006,15,165,5,No,Credit,In-Store,2351.25,2475,123.75
ORD-20260625-0429,2026-06-25,14:04:55,CUST0077,Sunil Nair,Central,Raipur,Vikram Singh,Snacks,Haldirams Bhujia 400g,SNK-005,28,130,0,No,Card,In-Store,3640.0,3640,0.0
ORD-20260625-0528,2026-06-25,14:13:34,CUST0177,Manoj Shah,South,Hyderabad,Arjun Mehta,Personal Care,Head & Shoulders 340ml,PC-002,25,290,5,No,UPI,Distributor,6887.5,7250,362.5
ORD-20260625-0356,2026-06-25,18:53:41,CUST0141,Ajay Shah,North,Chandigarh,Sneha Iyer,Snacks,Hide & Seek Cookies 150g,SNK-003,25,55,15,No,Card,Online,1168.75,1375,206.25
ORD-20260625-0548,2026-06-25,14:39:43,CUST0070,Sunita Iyer,Central,Bhopal,Rohan Das,Beverages,Bisleri Water 1L,BEV-004,7,20,0,No,UPI,In-Store,140.0,140,0.0
ORD-20260625-0392,2026-06-25,09:55:43,CUST0180,Suresh Verma,West,Pune,Divya Nair,Dairy,Britannia Cheese Slice,DAI-005,11,115,0,No,UPI,Online,1265.0,1265,0.0
ORD-20260625-0498,2026-06-25,10:41:02,CUST0138,Priya Verma,Central,Indore,Divya Nair,Beverages,Red Bull 250ml,BEV-003,9,125,5,No,UPI,Online,1068.75,1125,56.25
ORD-20260625-0214,2026-06-25,13:37:12,CUST0185,Geeta Sharma,North,Lucknow,Divya Nair,Beverages,Nescafe Classic 50g,BEV-005,25,210,10,No,UPI,Distributor,4725.0,5250,525.0
ORD-20260625-0415,2026-06-25,13:46:04,CUST0002,Amit Mehta,South,Bangalore,Anjali Rao,Beverages,Bisleri Water 1L,BEV-004,20,20,5,No,Card,Online,380.0,400,20.0
ORD-20260625-0491,2026-06-25,17:39:02,CUST0135,Pooja Shah,North,Lucknow,Sneha Iyer,Dairy,Amul Ice Cream 750ml,DAI-006,24,195,5,No,Cash,In-Store,4446.0,4680,234.0
ORD-20260625-0266,2026-06-25,11:19:35,CUST0047,Rahul Nair,West,Pune,Sneha Iyer,Beverages,Bisleri Water 1L,BEV-004,8,20,0,No,UPI,In-Store,160.0,160,0.0
ORD-20260625-0328,2026-06-25,20:31:48,CUST0223,Sanjay Nair,Central,Raipur,Divya Nair,Personal Care,Colgate Toothpaste 200g,PC-003,13,110,0,No,UPI,Online,1430.0,1430,0.0
ORD-20260625-0029,2026-06-25,12:40:40,CUST0172,Usha Kumar,East,Guwahati,Karan Patel,Household,Scotch Brite Scrub Pad,HH-006,8,45,0,No,Card,In-Store,360.0,360,0.0
ORD-20260625-0033,2026-06-25,11:04:47,CUST0235,Ramesh Iyer,South,Hyderabad,Pooja Verma,Dairy,Mother Dairy Curd 400g,DAI-003,17,50,0,No,Card,Online,850.0,850,0.0
ORD-20260625-0565,2026-06-25,14:28:29,CUST0221,Neha Das,South,Kochi,Sneha Iyer,Dairy,Amul Butter 500g,DAI-002,15,260,0,No,Card,Distributor,3900.0,3900,0.0
ORD-20260625-0407,2026-06-25,16:11:38,CUST0266,Priya Joshi,West,Ahmedabad,Rohan Das,Beverages,Maaza Mango 600ml,BEV-002,7,40,10,No,Card,Online,252.0,280,28.0
ORD-20260625-0485,2026-06-25,19:29:41,CUST0037,Ramesh Singh,North,Delhi,Anjali Rao,Personal Care,Dove Soap 100g,PC-001,32,55,10,No,Credit,Distributor,1584.0,1760,176.0
ORD-20260625-0102,2026-06-25,15:54:42,CUST0156,Shweta Iyer,North,Jaipur,Priya Sharma,Dairy,Nestle Munch Milkshake,DAI-004,34,30,0,No,Cash,In-Store,1020.0,1020,0.0
ORD-20260625-0505,2026-06-25,20:27:03,CUST0183,Deepa Reddy,South,Kochi,Pooja Verma,Personal Care,Gillette Mach3 Razor,PC-006,16,350,10,No,Card,In-Store,5040.0,5600,560.0
ORD-20260626-0445,2026-06-26,17:02:01,CUST0254,Vikram Sharma,West,Surat,Pooja Verma,Household,Lizol Floor Cleaner 1L,HH-003,25,175,0,No,UPI,Distributor,4375.0,4375,0.0
ORD-20260626-0092,2026-06-26,14:30:57,CUST0166,Geeta Iyer,West,Ahmedabad,Karan Patel,Snacks,Hide & Seek Cookies 150g,SNK-003,84,55,0,No,Cash,Distributor,4620.0,4620,0.0
ORD-20260626-0362,2026-06-26,18:33:20,CUST0127,Rahul Joshi,Central,Indore,Karan Patel,Beverages,Maaza Mango 600ml,BEV-002,15,40,0,No,UPI,In-Store,600.0,600,0.0
ORD-20260626-0394,2026-06-26,18:27:23,CUST0121,Vikram Pillai,East,Bhubaneswar,Karan Patel,Household,Good Knight Refill,HH-005,18,75,15,No,Card,In-Store,1147.5,1350,202.5
ORD-20260626-0302,2026-06-26,19:51:16,CUST0226,Amit Nair,South,Chennai,Divya Nair,Household,Lizol Floor Cleaner 1L,HH-003,32,175,0,No,Credit,Distributor,5600.0,5600,0.0
ORD-20260626-0416,2026-06-26,17:48:45,CUST0252,Shweta Iyer,East,Patna,Priya Sharma,Household,Harpic Toilet Cleaner,HH-004,6,140,10,No,Card,Online,756.0,840,84.0
ORD-20260626-0517,2026-06-26,16:21:00,CUST0255,Priya Joshi,North,Jaipur,Vikram Singh,Dairy,Mother Dairy Curd 400g,DAI-003,16,50,0,No,Card,Online,800.0,800,0.0
ORD-20260626-0031,2026-06-26,18:14:25,CUST0169,Shweta Patel,West,Mumbai,Nikhil Joshi,Beverages,Maaza Mango 600ml,BEV-002,36,40,0,No,Cash,In-Store,1440.0,1440,0.0
ORD-20260626-0502,2026-06-26,18:03:05,CUST0115,Shweta Patel,East,Guwahati,Vikram Singh,Beverages,Nescafe Classic 50g,BEV-005,34,210,0,No,Cash,In-Store,7140.0,7140,0.0
ORD-20260626-0222,2026-06-26,20:21:45,CUST0167,Rekha Sharma,East,Bhubaneswar,Divya Nair,Dairy,Amul Butter 500g,DAI-002,10,260,0,No,UPI,In-Store,2600.0,2600,0.0
ORD-20260626-0586,2026-06-26,12:46:40,CUST0229,Rekha Das,South,Hyderabad,Sneha Iyer,Beverages,Nescafe Classic 50g,BEV-005,39,210,0,No,Card,In-Store,8190.0,8190,0.0
ORD-20260626-0011,2026-06-26,18:27:37,CUST0109,Pooja Nair,West,Ahmedabad,Karan Patel,Household,Vim Dishwash Gel 500ml,HH-002,8,90,15,No,UPI,Online,612.0,720,108.0
ORD-20260626-0288,2026-06-26,20:01:24,CUST0171,Sunita Patel,South,Kochi,Anjali Rao,Personal Care,Head & Shoulders 340ml,PC-002,9,290,0,No,Cash,In-Store,2610.0,2610,0.0
ORD-20260626-0104,2026-06-26,20:02:34,CUST0133,Sanjay Mehta,West,Surat,Pooja Verma,Snacks,Lays Classic 90g,SNK-001,63,30,10,No,Credit,In-Store,1701.0,1890,189.0
ORD-20260626-0323,2026-06-26,20:37:34,CUST0273,Ravi Mehta,North,Delhi,Anjali Rao,Household,Ariel Detergent 1kg,HH-001,10,220,0,No,Cash,In-Store,2200.0,2200,0.0
ORD-20260626-0176,2026-06-26,10:03:33,CUST0233,Shweta Pillai,West,Surat,Vikram Singh,Household,Ariel Detergent 1kg,HH-001,28,220,5,No,Credit,Distributor,5852.0,6160,308.0
ORD-20260626-0032,2026-06-26,17:22:23,CUST0299,Anita Sharma,East,Bhubaneswar,Nikhil Joshi,Dairy,Mother Dairy Curd 400g,DAI-003,33,50,15,No,UPI,In-Store,1402.5,1650,247.5
ORD-20260626-0199,2026-06-26,18:19:36,CUST0136,Vikram Nair,South,Hyderabad,Priya Sharma,Beverages,Bisleri Water 1L,BEV-004,25,20,5,No,Card,In-Store,475.0,500,25.0
ORD-20260626-0570,2026-06-26,14:03:22,CUST0259,Ramesh Mishra,Central,Indore,Priya Sharma,Household,Good Knight Refill,HH-005,6,75,10,No,Card,In-Store,405.0,450,45.0
ORD-20260626-0332,2026-06-26,19:10:52,CUST0061,Shweta Pillai,East,Guwahati,Pooja Verma,Household,Ariel Detergent 1kg,HH-001,8,220,5,No,UPI,In-Store,1672.0,1760,88.0
ORD-20260626-0172,2026-06-26,13:47:25,CUST0113,Pooja Reddy,South,Chennai,Nikhil Joshi,Household,Vim Dishwash Gel 500ml,HH-002,7,90,5,No,UPI,In-Store,598.5,630,31.5
ORD-20260626-0079,2026-06-26,19:02:42,CUST0105,Suresh Shah,North,Delhi,Vikram Singh,Beverages,Glucon-D 500g,BEV-006,12,165,0,No,Credit,Distributor,1980.0,1980,0.0
ORD-20260626-0282,2026-06-26,11:56:31,CUST0128,Deepa Pillai,Central,Bhopal,Priya Sharma,Dairy,Amul Butter 500g,DAI-002,30,260,5,No,UPI,In-Store,7410.0,7800,390.0
ORD-20260626-0567,2026-06-26,16:22:11,CUST0183,Deepa Reddy,East,Guwahati,Priya Sharma,Snacks,Lays Classic 90g,SNK-001,68,30,0,No,Credit,Distributor,2040.0,2040,0.0
ORD-20260626-0615,2026-06-26,13:44:31,CUST0136,Vikram Nair,South,Hyderabad,Nikhil Joshi,Snacks,Hide & Seek Cookies 150g,SNK-003,27,55,15,No,UPI,In-Store,1262.25,1485,222.75
ORD-20260626-0013,2026-06-26,20:28:35,CUST0121,Vikram Pillai,West,Ahmedabad,Pooja Verma,Dairy,Amul Ice Cream 750ml,DAI-006,19,195,15,No,UPI,In-Store,3149.25,3705,555.75
ORD-20260626-0447,2026-06-26,15:15:24,CUST0116,Unknown Customer,South,Chennai,Pooja Verma,Personal Care,Head & Shoulders 340ml,PC-002,21,290,0,No,Cash,In-Store,6090.0,6090,0.0
ORD-20260626-0411,2026-06-26,15:55:00,CUST0014,Amit Rao,South,Kochi,Arjun Mehta,Dairy,Amul Butter 500g,DAI-002,38,260,0,No,UPI,In-Store,9880.0,9880,0.0
ORD-20260626-0001,2026-06-26,09:45:34,CUST0055,Ajay Mishra,North,Delhi,Priya Sharma,Household,Harpic Toilet Cleaner,HH-004,7,140,0,No,Cash,In-Store,980.0,980,0.0
ORD-20260626-0427,2026-06-26,18:45:04,CUST0271,Geeta Reddy,North,Jaipur,Priya Sharma,Household,Ariel Detergent 1kg,HH-001,26,220,0,No,Cash,Distributor,5720.0,5720,0.0
ORD-20260626-0053,2026-06-26,16:04:32,CUST0220,Rekha Pillai,East,Guwahati,Divya Nair,Personal Care,Dettol Hand Wash 250ml,PC-005,18,95,5,No,Credit,Distributor,1624.5,1710,85.5
ORD-20260626-0446,2026-06-26,17:00:16,CUST0191,Priya Iyer,East,Kolkata,Sneha Iyer,Personal Care,Dettol Hand Wash 250ml,PC-005,8,95,0,No,Credit,Distributor,760.0,760,0.0
ORD-20260626-0253,2026-06-26,18:28:27,CUST0268,Vikram Reddy,West,Surat,Anjali Rao,Beverages,Nescafe Classic 50g,BEV-005,13,210,10,No,Card,Online,2457.0,2730,273.0
ORD-20260626-0219,2026-06-26,19:20:13,CUST0132,Sanjay Sharma,West,Ahmedabad,Priya Sharma,Snacks,Kurkure Masala 90g,SNK-002,30,30,0,No,UPI,In-Store,900.0,900,0.0
ORD-20260626-0386,2026-06-26,11:05:36,CUST0103,Priya Das,South,Hyderabad,Rohan Das,Dairy,Amul Butter 500g,DAI-002,10,260,0,No,UPI,Online,2600.0,2600,0.0
ORD-20260626-0307,2026-06-26,14:40:10,CUST0156,Shweta Iyer,South,Kochi,Nikhil Joshi,Personal Care,Dettol Hand Wash 250ml,PC-005,20,95,0,No,UPI,In-Store,1900.0,1900,0.0
ORD-20260626-0390,2026-06-26,15:35:16,CUST0219,Priya Patel,East,Bhubaneswar,Divya Nair,Dairy,Mother Dairy Curd 400g,DAI-003,15,50,0,No,Card,In-Store,750.0,750,0.0
ORD-20260626-0109,2026-06-26,17:43:54,CUST0081,Anita Sharma,South,Chennai,Nikhil Joshi,Household,Ariel Detergent 1kg,HH-001,11,220,15,No,UPI,In-Store,2057.0,2420,363.0
ORD-20260626-0131,2026-06-26,19:57:55,CUST0250,Kavya Das,South,Bangalore,Vikram Singh,Beverages,Tropicana Orange 1L,BEV-001,33,95,5,No,Cash,In-Store,2978.25,3135,156.75
ORD-20260626-0263,2026-06-26,15:02:34,CUST0255,Priya Joshi,Central,Indore,Anjali Rao,Snacks,Lays Classic 90g,SNK-001,47,30,0,No,Credit,Distributor,1410.0,1410,0.0
ORD-20260626-0412,2026-06-26,12:35:05,CUST0107,Usha Shah,East,Kolkata,Karan Patel,Personal Care,Nivea Lotion 200ml,PC-004,17,220,0,No,Cash,In-Store,3740.0,3740,0.0
ORD-20260626-0520,2026-06-26,16:00:14,CUST0172,Usha Kumar,West,Pune,Vikram Singh,Snacks,Kurkure Masala 90g,SNK-002,19,30,10,No,UPI,Online,513.0,570,57.0
ORD-20260626-0264,2026-06-26,12:09:16,CUST0153,Shweta Das,West,Pune,Priya Sharma,Beverages,Nescafe Classic 50g,BEV-005,13,210,10,No,Card,Distributor,2457.0,2730,273.0
ORD-20260626-0111,2026-06-26,20:25:43,CUST0108,Meena Shah,North,Lucknow,Rohan Das,Snacks,Lays Classic 90g,SNK-001,16,30,0,No,Cash,In-Store,480.0,480,0.0
